,Date,Time,Message,Messenger
398,2020-03-20,17:48:22,Download the file,Professor
399,2020-03-20,17:48:24,Flash,Professor
400,2020-03-20,17:48:31,Flash dfe and run,Professor
401,2020-03-20,17:49:19,Wait,Professor
402,2020-03-20,17:49:52,First try disabling AAC,Professor
403,2020-03-20,17:50:21,There is no aac,It's Me Mario
404,2020-03-20,17:50:40,Oh okay,Professor
405,2020-03-20,17:54:36,Thx,It's Me Mario
406,2020-03-20,17:55:05,So if I flash this vendor and dfe I don't need to reinstall the phone?,It's Me Mario
407,2020-03-20,17:55:12,Nope,Professor
408,2020-03-20,17:55:30,"Just flash vendor,then dfe and then reboot",Professor
409,2020-03-20,17:56:12,Thanks man,It's Me Mario
410,2020-03-20,17:56:14,I will try,It's Me Mario
411,2020-03-20,17:56:21,Sure,Professor
412,2020-03-20,17:57:04,Yesterday on 11.05.0 vendor nothing works,It's Me Mario
413,2020-03-20,17:57:10,lol,hsgod 🇵🇱
414,2020-03-20,17:57:20,Old is gold,Professor
415,2020-03-20,17:57:29,Haha,It's Me Mario
416,2020-03-20,17:57:59,You know tonight,It's Me Mario
417,2020-03-20,17:58:05,Same issue,It's Me Mario
418,2020-03-20,17:59:11,Ye,Om.
419,2020-03-20,17:59:18,Heyy,Professor
420,2020-03-20,17:59:23,Aah,It's Me Mario
421,2020-03-20,17:59:32,Yo,Om.
422,2020-03-20,17:59:37,You use raven?,Professor
423,2020-03-20,17:59:45,Nah im on Corvus with mi9,Om.
424,2020-03-20,17:59:50,Oh okay,Professor
425,2020-03-20,17:59:52,Will try when mi9 is released,Om.
426,2020-03-20,18:00:01,It still works with mi9 tho,Professor
427,2020-03-20,18:00:03,😂😂,Professor
428,2020-03-20,18:00:11,HSGod is crazy,Professor
429,2020-03-20,18:00:18,Ye its weird,Om.
430,2020-03-20,18:00:39,Check pm,Om.
431,2020-03-20,18:00:42,lomi9fods impl,hsgod 🇵🇱
432,2020-03-20,18:01:48,Doesn't corvus realise los fod is better,Professor
433,2020-03-20,18:06:26,👍👍👍👍👍👍👍👍,Z.A.E
434,2020-03-20,18:06:55,Flicker problem,Om.
435,2020-03-20,18:07:01,Will shift when everything fixed,Om.
436,2020-03-20,18:07:17,Yeah,Professor
437,2020-03-20,18:07:26,But not kernel side,Professor
438,2020-03-20,18:10:47,Nope its in fod impl,Om.
439,2020-03-20,18:11:05,Chutiya hai kya fod impl issue kernel mei kese hoga,Om.
440,2020-03-20,18:11:08,,Om.
441,2020-03-20,18:11:12,We had on Evo but Joey fixed device trees anf it's perfect,Professor
442,2020-03-20,18:11:25,Lmao jitu,Om.
443,2020-03-20,18:11:30,😂😂,Professor
444,2020-03-20,18:11:35,,Professor
445,2020-03-20,18:11:59,MADGENIUS fell into a patch of cacti.,Saitama
446,2020-03-20,18:12:06,hoga dusra kernel mar k dekh,
447,2020-03-20,18:12:14,MADGENIUS was sawn in half by Saitama.,Saitama
448,2020-03-20,18:12:21,Shit,Professor
449,2020-03-20,18:12:25,Slap me one more time and I'll mute you.,Saitama
450,2020-03-20,18:12:41,flash other kernel ..neuron has best response for fod,
451,2020-03-20,18:12:51,Try raven,Professor
452,2020-03-20,18:21:12,"Fear leads to anger. Anger leads to hate. Hate leads to suffering. If you keep running in fear, you might be the next Vader.",Saitama
453,2020-03-20,18:21:26,😂,GodkiLL
454,2020-03-20,18:21:42,😂😂,Professor
455,2020-03-20,18:21:47,MADGENIUS slaps Anirban with a Taijutsu Kick!.,Saitama
456,2020-03-20,18:22:07,Anirban launches a book in MADGENIUS's general direction.,Saitama
457,2020-03-20,18:22:14,Anirban was sawn in half by MADGENIUS.,Saitama
458,2020-03-20,18:22:19,"Take this MADGENIUS
(ﾉﾟДﾟ)ﾉ ))))●~*",Saitama
459,2020-03-20,18:22:20,Ow.,Professor
460,2020-03-20,18:22:24,What,Professor
461,2020-03-20,18:25:48,🥳🥳🥳,Gheorghe
462,2020-03-20,18:44:08,Best XML for latest Burial GCAM 🔥,K20 Pro / Mi9T pro Mods [ EOL ]
463,2020-03-20,18:44:08,,K20 Pro / Mi9T pro Mods [ EOL ]
464,2020-03-20,18:51:42,It did on immensity too,Professor
465,2020-03-20,18:51:56,But utsab updated some shit and it became normal,Professor
466,2020-03-20,18:52:07,Can you also check?,Professor
467,2020-03-20,18:52:15,I usually hit 36°c,Professor
468,2020-03-20,18:52:19,Now 40,Professor
469,2020-03-20,18:52:53,I raised thermal limits in kernel,hsgod 🇵🇱
470,2020-03-20,18:53:00,Oh okay,Professor
471,2020-03-20,18:53:01,i have 34 when charging,hsgod 🇵🇱
472,2020-03-20,18:53:03,lol,hsgod 🇵🇱
473,2020-03-20,18:53:18,😂😂,Professor
474,2020-03-20,18:53:25,I use 27w,Professor
475,2020-03-20,18:53:32,"strange, everyone has some problems except me xD",hsgod 🇵🇱
476,2020-03-20,18:53:38,im using 18w,hsgod 🇵🇱
477,2020-03-20,18:53:45,I live in India,Professor
478,2020-03-20,18:53:59,Weather here is 30°C rn,Professor
479,2020-03-20,18:54:18,so you have a reason,hsgod 🇵🇱
480,2020-03-20,18:54:32,Yes but I'm wondering about 36-40,Professor
481,2020-03-20,18:54:44,14°C here,Piotr Burdziński
482,2020-03-20,18:54:46,That's a bit too toasty,Professor
483,2020-03-20,18:54:48,Wow,Professor
484,2020-03-20,18:55:35,You are god,Professor
485,2020-03-20,18:55:51,Your name says it,Professor
486,2020-03-20,18:56:11,What kernel you guys using,Gwen
487,2020-03-20,18:56:19,Raven,Professor
488,2020-03-20,18:56:33,Is it stable on miui,Gwen
489,2020-03-20,18:56:38,R3ven to be precise,Professor
490,2020-03-20,18:56:49,yea,hsgod 🇵🇱
491,2020-03-20,18:57:01,all works without fod,hsgod 🇵🇱
492,2020-03-20,18:57:04,on weekly,hsgod 🇵🇱
493,2020-03-20,18:57:12,You the dev?,Gwen
494,2020-03-20,18:57:15,ye,hsgod 🇵🇱
495,2020-03-20,18:57:16,put it in water,insanowsky
496,2020-03-20,18:57:18,,Professor
497,2020-03-20,18:57:24,fridge*,hsgod 🇵🇱
498,2020-03-20,18:57:29,,Professor
499,2020-03-20,18:57:38,hujowe te memy spierdalaj,insanowsky
500,2020-03-20,18:59:22,"Will test when the fod is fixed, currently on candy kernel",Gwen
501,2020-03-20,19:09:18,Spierdalaj?,Professor
502,2020-03-20,19:09:32,What,Professor
503,2020-03-20,19:11:17,,Piotr Burdziński
504,2020-03-20,19:14:06,Translate,Professor
505,2020-03-20,19:15:14,But retain 2-3 A?,Professor
506,2020-03-20,19:16:25,This kernel is God like,Piotr Burdziński
507,2020-03-20,19:16:30,What the mind blowing fuck,Professor
508,2020-03-20,19:16:39,Pro,Piotr Burdziński
509,2020-03-20,19:16:41,Bess dev,Piotr Burdziński
510,2020-03-20,19:16:41,,hsgod 🇵🇱
511,2020-03-20,19:21:39,,Professor
512,2020-03-20,19:21:40,Single core is bad,Professor
513,2020-03-20,19:25:33,smurfutil not used for benchmark,hsgod 🇵🇱
514,2020-03-20,19:25:43,use performance or smth,hsgod 🇵🇱
515,2020-03-20,19:25:50,Okay,Professor
516,2020-03-20,19:25:53,I'll change in fkm,Professor
517,2020-03-20,19:25:54,i will create note about battery/perrformance settings,hsgod 🇵🇱
518,2020-03-20,19:25:58,Okay,Professor
519,2020-03-20,19:26:02,Also active fix,Professor
520,2020-03-20,19:26:04,Don't forget,Professor
521,2020-03-20,19:31:16,That's more like it.,Professor
522,2020-03-20,19:31:24,,Professor
523,2020-03-20,19:31:24,,Professor
524,2020-03-20,19:31:24,,Professor
525,2020-03-20,19:32:10,😍😍😍😍😍😍😍,Z.A.E
526,2020-03-20,19:32:31,wow thats fucking bad,insanowsky
527,2020-03-20,19:32:38,your phone throttles as fuck,insanowsky
528,2020-03-20,19:32:40,Raven 1.5,Z.A.E
529,2020-03-20,19:32:40,"lol, when u have 35+ degrees u can have only bad scores",hsgod 🇵🇱
530,2020-03-20,19:32:53,cool,hsgod 🇵🇱
531,2020-03-20,19:33:14,I'll use ice,Professor
532,2020-03-20,19:33:16,Thanks Dev ♥️,Z.A.E
533,2020-03-20,19:34:06,btw evo have blocked oc imo xD,hsgod 🇵🇱
534,2020-03-20,19:34:15,,insanowsky
535,2020-03-20,19:38:38,Send them your kernel record 😅,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
536,2020-03-20,19:40:27,WTF,Z.A.E
537,2020-03-20,19:40:43,told you to put it in water,insanowsky
538,2020-03-20,19:41:49,,hsgod 🇵🇱
539,2020-03-20,19:47:03,What,Professor
540,2020-03-20,19:47:07,,Professor
541,2020-03-20,19:47:25,Fuck man,Professor
542,2020-03-20,19:47:33,all values good without gpu,hsgod 🇵🇱
543,2020-03-20,19:48:06,Okay,Professor
544,2020-03-20,19:48:21,Explain,Professor
545,2020-03-20,19:48:36,I used ice,Professor
546,2020-03-20,19:48:43,lol XD,hsgod 🇵🇱
547,2020-03-20,19:48:53,Explainnn,Professor
548,2020-03-20,19:49:07,debanjan tell to u when he will be active,hsgod 🇵🇱
549,2020-03-20,19:49:12,🤦,Professor
550,2020-03-20,19:49:15,He is on vacation,Professor
551,2020-03-20,19:49:17,You tell,Professor
552,2020-03-20,19:49:21,lol,hsgod 🇵🇱
553,2020-03-20,19:49:32,"im not admin in evo group, he know why",hsgod 🇵🇱
554,2020-03-20,19:49:50,Noicee,Lord Vilain
555,2020-03-20,19:49:55,,Professor
556,2020-03-20,20:02:22,Screenshot (20 mrt. 2020 15:32:06),It's Me Mario
557,2020-03-20,20:02:27,Is this the good one,It's Me Mario
558,2020-03-20,20:02:33,Madgeniud,It's Me Mario
559,2020-03-20,20:03:03,Yes,Professor
560,2020-03-20,20:03:08,Flash,Professor
561,2020-03-20,20:09:08,Done thx when I go back to home from work I will test,It's Me Mario
562,2020-03-20,20:09:15,Hopefully the sound is back,It's Me Mario
563,2020-03-20,20:09:26,Big thx to u,It's Me Mario
564,2020-03-20,20:22:45,No problem mate,Professor
565,2020-03-20,20:40:26,Which Google play update do you all have,It's Me Mario
566,2020-03-20,20:40:30,I'm on september,It's Me Mario
567,2020-03-20,20:40:40,March,Professor
568,2020-03-20,20:40:44,Or Feb,Professor
569,2020-03-20,20:41:05,,Professor
570,2020-03-20,22:27:12,Which one to flash on extended ui?,ProfessionalStreetNigga69
571,2020-03-20,22:27:12,,ProfessionalStreetNigga69
572,2020-03-20,22:27:12,,ProfessionalStreetNigga69
573,2020-03-20,22:29:45,One is kernel file and other is magisk module,P°K^
574,2020-03-20,22:30:01,But both consume battery high,P°K^
575,2020-03-20,22:30:33,Better to use kernel,P°K^
576,2020-03-20,22:35:09,Raven > mod,Z.A.E
577,2020-03-20,22:41:34,what?,hsgod 🇵🇱
578,2020-03-20,22:42:02,You mentioned oc to 2133 mhz,Gwen
579,2020-03-20,22:42:35,Isn't stock already 2133,Gwen
580,2020-03-20,23:44:28,I can not wait,Z.A.E
581,2020-03-20,23:44:33,😄😄😄,Z.A.E
582,2020-03-20,23:44:56,soon,hsgod 🇵🇱
583,2020-03-20,23:45:03,no eta pls,hsgod 🇵🇱
584,2020-03-20,23:45:18,What's left to fix,Professor
585,2020-03-20,23:45:20,?,Professor
586,2020-03-20,23:58:09,holy fuck can you just shut the fuck up for 5 minutes you are asking him about everything for entire day cmon,insanowsky
587,2020-03-20,23:58:31,chill,hsgod 🇵🇱
588,2020-03-21,00:39:08,enjoy,hsgod 🇵🇱
589,2020-03-21,00:40:08,You're the king,Z.A.E
590,2020-03-21,00:40:18,👊,hsgod 🇵🇱
591,2020-03-21,00:52:05,And how's the  antutu score?,Mahmud Raphael
592,2020-03-21,00:52:19,"tell me if deep sleep works, because if not then I know the culprit",hsgod 🇵🇱
593,2020-03-21,00:52:30,flash and test,hsgod 🇵🇱
594,2020-03-21,00:52:37,ive got 515k,hsgod 🇵🇱
595,2020-03-21,00:52:54,Which rom?,Mahmud Raphael
596,2020-03-21,00:53:00,oxygenOS,hsgod 🇵🇱
597,2020-03-21,00:53:14,is it super cooled? 😄,Z.A.E
598,2020-03-21,00:53:17,I need 500k+ in miui,Mahmud Raphael
599,2020-03-21,00:53:19,no,hsgod 🇵🇱
600,2020-03-21,00:53:25,30-33 degrees,hsgod 🇵🇱
601,2020-03-21,00:53:32,lol why u need,hsgod 🇵🇱
602,2020-03-21,00:53:45,Superr,Z.A.E
603,2020-03-21,00:53:53,deep sleep works?,hsgod 🇵🇱
604,2020-03-21,00:54:15,Cause in a group i was there were almost everyone with 500k+ scores except me,Mahmud Raphael
605,2020-03-21,00:54:22,xD,hsgod 🇵🇱
606,2020-03-21,00:54:54,You stay in 400k they you'll feel like me..,Mahmud Raphael
607,2020-03-21,00:55:15,Where do I look?,Z.A.E
608,2020-03-21,00:55:39,"fk manager, just enable battery monitor and left the phone on 15-20minutes",hsgod 🇵🇱
609,2020-03-21,00:56:03,Ok ı trying now,Z.A.E
610,2020-03-21,01:08:50,,Z.A.E
611,2020-03-21,01:09:18,after 10 minutes deep sleep working i guess,hsgod 🇵🇱
612,2020-03-21,01:09:41,Yes,Z.A.E
613,2020-03-21,01:10:27,,Z.A.E
614,2020-03-21,01:10:40,,hsgod 🇵🇱
615,2020-03-21,01:10:56,👍👍,Z.A.E
616,2020-03-21,01:11:15,"need to wait, im still fixing it",hsgod 🇵🇱
617,2020-03-21,01:11:27,Ok bro,Z.A.E
618,2020-03-21,01:26:45,I want for my REDMI NOTE 7 PRO,Madhuram
619,2020-03-21,01:27:32,Wrong group bruh,Om.
620,2020-03-21,01:28:05,Plz suggest me bro i am new in this telegram plz help bro,Madhuram
621,2020-03-21,01:28:32,Join here,Om.
622,2020-03-21,01:30:43,It works the bluetooth,It's Me Mario
623,2020-03-21,01:30:46,Thx man,It's Me Mario
624,2020-03-21,01:30:53,Im happy,It's Me Mario
625,2020-03-21,01:31:00,Finally my nice music back,It's Me Mario
626,2020-03-21,01:31:54,Xmls are back bois,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
627,2020-03-21,01:31:54,,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
628,2020-03-21,01:32:18,Wew,D-301 Arun Selvan
629,2020-03-21,01:32:25,Gonna post soon as soon ghey upload the changelog,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
630,2020-03-21,01:32:49,Which is best for k20 pro burial or urnyx,D-301 Arun Selvan
631,2020-03-21,01:32:52,🙈,D-301 Arun Selvan
632,2020-03-21,01:33:33,May be my question is dump still am confused I need one rock performance gcam 😔,D-301 Arun Selvan
633,2020-03-21,01:33:36,"Its completely your choice , i use urnyxs one",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
634,2020-03-21,01:34:02,Both produces the same output?,D-301 Arun Selvan
635,2020-03-21,01:34:19,Urnyx gcam + xmls are great,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
636,2020-03-21,01:34:33,Soory if am too dump,D-301 Arun Selvan
637,2020-03-21,01:34:59,Kool can you please share it here the xmls,D-301 Arun Selvan
638,2020-03-21,01:35:37,"Obviously , they usd same cameras lol , but they tweak it different so your choice",𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
639,2020-03-21,01:36:26,Kool,D-301 Arun Selvan
640,2020-03-21,01:36:30,Xmls please,D-301 Arun Selvan
641,2020-03-21,01:39:09,Thank u,D-301 Arun Selvan
642,2020-03-21,01:48:21,"New Gcam Update is out 🔥
.
Changelog:
- Fixed crash with Night Sight and RAW Sensor on OP6/6T
- Added the option to use a third-party gallery
- Added the options to save and load XMLs
- Fixed portrait mode on Mi Note 10 (thanks Arnova and Skyking)",K20 Pro / Mi9T pro Mods [ EOL ]
643,2020-03-21,01:48:21,,K20 Pro / Mi9T pro Mods [ EOL ]
644,2020-03-21,01:48:39,,K20 Pro / Mi9T pro Mods [ EOL ]
645,2020-03-21,01:49:00,.xml 🤔,Vedat Yasin Özüdoğru
646,2020-03-21,01:49:21,This is the gcam,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
647,2020-03-21,01:49:44,Thank You 🤗,Vedat Yasin Özüdoğru
648,2020-03-21,01:51:38,😁☺️☺️,Vedat Yasin Özüdoğru
649,2020-03-21,01:51:50,Welcome,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
650,2020-03-21,01:51:56,Welcome,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
651,2020-03-21,01:52:35,La Vedat ne geziyosun burda,Z.A.E
652,2020-03-21,01:52:35,😄,Z.A.E
653,2020-03-21,01:53:07,English Speak Please No Ban 😂,Vedat Yasin Özüdoğru
654,2020-03-21,01:53:24,2 tane turk tek var o da biziz herhalde,Z.A.E
655,2020-03-21,01:53:28,😄🤣,Z.A.E
656,2020-03-21,01:53:54,Ahaha 😅😅,Vedat Yasin Özüdoğru
657,2020-03-21,01:54:29,Kernel çok iyi tavsiye ediyorum,Z.A.E
658,2020-03-21,01:54:29,Very good kernel 👍👍,Z.A.E
659,2020-03-21,01:54:33,😃😃,Z.A.E
660,2020-03-21,01:55:08,Wich?,Vedat Yasin Özüdoğru
661,2020-03-21,01:55:44,This.,Z.A.E
662,2020-03-21,01:57:50,Thanks Friend 😁,Vedat Yasin Özüdoğru
663,2020-03-21,01:58:19,Np bro,Z.A.E
664,2020-03-21,02:25:49,Anyone the best way to install viper4android newest version?,It's Me Mario
665,2020-03-21,10:37:01,"All good except Ram Management, pretty much nothing stays in the ram.",HRC70887W_Asim ㅤㅤ
666,2020-03-21,10:43:36,"Can't take logs because can't download matlog, cuz 2G-- , welcome to Kashmir",HRC70887W_Asim ㅤㅤ
667,2020-03-21,10:44:00,Took me an hour to download the kernel,HRC70887W_Asim ㅤㅤ
668,2020-03-21,10:44:10,,HRC70887W_Asim ㅤㅤ
669,2020-03-21,10:55:38,😂😂,Professor
670,2020-03-21,11:28:03,Does 48 mp mode work in latest urnyx05 gcam,Gwen
671,2020-03-21,11:38:41,"Doesn't work for me, even with the Magisk module",Gwen
672,2020-03-21,11:53:28,Evox blocks gph oc u cant get more than 170k,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
673,2020-03-21,11:53:39,What,Professor
674,2020-03-21,11:53:45,Really?,Professor
675,2020-03-21,11:53:49,Yes,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
676,2020-03-21,11:53:55,Any idea why?,Professor
677,2020-03-21,11:55:10,No,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
678,2020-03-21,11:56:05,Oh okay,Professor
679,2020-03-21,11:58:39,Send the 580000 pic again,Professor
680,2020-03-21,13:15:00,Disabling process reclaim fixes this.,HRC70887W_Asim ㅤㅤ
681,2020-03-21,13:35:41,No support for mi9 fod?,αиικєτ
682,2020-03-21,13:36:41,Not yet,Professor
683,2020-03-21,13:38:01,Ok thanks,αиικєτ
684,2020-03-21,15:54:52,why not just unlock it like instead of gpu 180-675 go 180-835?,insanowsky
685,2020-03-21,15:57:26,Wer can I find readahead and adrenboost,It's Me Mario
686,2020-03-21,16:01:15,in franco kernel manager,insanowsky
687,2020-03-21,16:21:35,,hsgod 🇵🇱
688,2020-03-21,16:23:04,On magisk good battety backup but on eu 11.0.7 not too good,P°K^
689,2020-03-21,16:25:44,could you speak english?,insanowsky
690,2020-03-21,16:26:09,Already in english,P°K^
691,2020-03-21,16:26:24,Sorry not magisk masic,P°K^
692,2020-03-21,16:26:26,nope i dont understand shit,insanowsky
693,2020-03-21,16:26:35,alright,insanowsky
694,2020-03-21,16:26:55,Masik optimized for battery,hsgod 🇵🇱
695,2020-03-21,16:27:20,Pubg minimum 7h,P°K^
696,2020-03-21,16:27:43,On eu 5.30h,P°K^
697,2020-03-21,16:27:51,Pubg is cansur,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
698,2020-03-21,16:28:26,Pubg is cansur,Saitama
699,2020-03-21,16:28:32,pro,hsgod 🇵🇱
700,2020-03-21,16:28:46,🤣🤣😀 lol,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
701,2020-03-21,16:28:52,"Good, with gaming i think perfect",hsgod 🇵🇱
702,2020-03-21,16:28:58,7h sot with gaming,hsgod 🇵🇱
703,2020-03-21,16:29:05,Pro,GodkiLL
704,2020-03-21,16:29:11,always pubg,hsgod 🇵🇱
705,2020-03-21,16:29:20,Cansur means cancer,P°K^
706,2020-03-21,16:29:32,Ok teacher,hsgod 🇵🇱
707,2020-03-21,16:29:38,Need rainbow six siege mobile link ??,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
708,2020-03-21,16:29:46,Fod fixed for stable miui?,Gwen
709,2020-03-21,16:29:51,Iam asking,P°K^
710,2020-03-21,16:29:52,cod warzone>r6,hsgod 🇵🇱
711,2020-03-21,16:29:54,Yes,GodkiLL
712,2020-03-21,16:30:06,"yea, works with stable miui",hsgod 🇵🇱
713,2020-03-21,16:30:20,We don't do that here 🤣🤣,𝘿𝙀𝘽𝘼𝙉𝙅𝘼𝙉 ◢ ◤ ᵒᵖ⁹ʳ
714,2020-03-21,16:30:36,What's your gpu frequency range by default,Gwen
715,2020-03-21,16:30:53,Yes,P°K^
716,2020-03-21,16:30:53,"default 835, u can change in kernel manager",hsgod 🇵🇱
717,2020-03-21,16:31:06,only pubg?,hsgod 🇵🇱
718,2020-03-21,16:31:21,The value sticks? It reverts back in other kernels,Gwen
719,2020-03-21,16:31:30,It will be nice for beta,Z.A.E
720,2020-03-21,16:31:37,👍👍😉☺️☺️,Z.A.E
721,2020-03-21,16:31:37,I play only pubg other game give better result,P°K^
722,2020-03-21,16:31:49,just set value on boot,hsgod 🇵🇱
723,2020-03-21,16:31:55,maybe soon,hsgod 🇵🇱
724,2020-03-21,16:32:15,New stable use same fod as beta,Gwen
725,2020-03-21,16:32:33,Really?,hsgod 🇵🇱
726,2020-03-21,16:32:34,lol,hsgod 🇵🇱
727,2020-03-21,16:32:37,Yeah,Gwen
728,2020-03-21,16:32:41,We are waiting,Z.A.E
729,2020-03-21,16:32:44,👍👍,Z.A.E
730,2020-03-21,16:33:12,Have you undervolted to prevent thermal throttling?,Gwen
731,2020-03-21,16:33:25,undervolting blocked by qcom,hsgod 🇵🇱
732,2020-03-21,16:33:38,I cant change voltage values,hsgod 🇵🇱
733,2020-03-21,16:33:41,Then how do you prevent thermal throttling,Gwen
734,2020-03-21,16:34:01,Fod also not working on stable miui eu,P°K^
735,2020-03-21,16:34:03,dont use phone when u charging,hsgod 🇵🇱
736,2020-03-21,16:34:28,"Still, with frequencies that high its going to throttle",Gwen
737,2020-03-21,16:34:34,Try 3dmark,Gwen
738,2020-03-21,16:34:52,U mean masik or miui eu?,hsgod 🇵🇱
739,2020-03-21,16:35:10,Eu 11.0.7 stable,P°K^
740,2020-03-21,16:35:13,What about Indian stable,Gwen
741,2020-03-21,16:35:26,Not check,P°K^
742,2020-03-21,16:35:51,"i will check this, just wait, im not pro dev",hsgod 🇵🇱
743,2020-03-21,16:35:58,its test version,hsgod 🇵🇱
744,2020-03-21,16:36:02,Ok no problem,P°K^
745,2020-03-21,16:36:15,What base are you using,Gwen
746,2020-03-21,16:36:21,Stock,hsgod 🇵🇱
747,2020-03-21,16:36:30,Cool,Gwen
748,2020-03-21,16:37:04,I wanted to make a kernel from scratch,hsgod 🇵🇱
749,2020-03-21,16:37:17,"Maybe cherry pick features from quax, his was based on stock too",Gwen
750,2020-03-21,16:37:28,cherry pick what? Fod?,hsgod 🇵🇱
751,2020-03-21,16:37:33,quax ded,hsgod 🇵🇱
752,2020-03-21,16:37:46,Pick from utsav or yaro,Professor
753,2020-03-21,16:37:54,Pick from candy,Gwen
754,2020-03-21,16:38:09,Ya candy good kernel,P°K^
755,2020-03-21,16:38:18,if I have time I will look,hsgod 🇵🇱
756,2020-03-21,16:38:29,Enable 810 gpu oc in next update,P°K^
757,2020-03-21,16:38:57,Noooo,Z.A.E
758,2020-03-21,16:39:01,835 good,Z.A.E
759,2020-03-21,16:39:03,😠,Z.A.E
760,2020-03-21,16:39:35,As long as it doesn't get hot while playing,Gwen
761,2020-03-21,16:39:35,835 good but 810 may liitle more battery backip,P°K^
762,2020-03-21,16:39:48,performance/battery settings pro,hsgod 🇵🇱
763,2020-03-21,16:39:54,Stay both 835 and 810,P°K^
764,2020-03-21,16:39:55,edit from governor,Z.A.E
765,2020-03-21,16:40:09,Use 750,hsgod 🇵🇱
766,2020-03-21,16:40:14,How i don't know,P°K^
767,2020-03-21,16:40:33,Use fk manager,Z.A.E
768,2020-03-21,16:40:38,Its low for pubg,P°K^
769,2020-03-21,16:40:44,Are you developing on Linux or bash in windows,Gwen
770,2020-03-21,16:41:17,Probably Ubuntu or something?,Professor
771,2020-03-21,16:41:22,Or Linux mint,Professor
772,2020-03-21,16:41:39,linux mint,hsgod 🇵🇱
773,2020-03-21,16:41:59,"I wanted to build one from scratch too, but finding directories in bash on windows 10 is hard",Gwen
774,2020-03-21,16:42:38,Is fk manager enable gpu oc 810,P°K^
775,2020-03-21,16:43:03,Wtf?,Z.A.E
776,2020-03-21,16:43:21,What settings need change,P°K^
777,2020-03-21,16:43:25,Are you using Candy?,Z.A.E
